suicides_no,country,sex,year,age
11,Luxembourg,male,1995,55-74 years
17,Luxembourg,male,1995,35-54 years
8,Luxembourg,male,1995,25-34 years
5,Luxembourg,male,1995,15-24 years
3,Luxembourg,female,1995,75+ years
8,Luxembourg,female,1995,35-54 years
3,Luxembourg,female,1995,25-34 years
3,Luxembourg,female,1995,55-74 years
1,Luxembourg,female,1995,15-24 years
0,Luxembourg,female,1995,5-14 years
0,Luxembourg,male,1995,5-14 years
5,Luxembourg,male,1996,75+ years
18,Luxembourg,male,1996,55-74 years
22,Luxembourg,male,1996,35-54 years
10,Luxembourg,female,1996,35-54 years
5,Luxembourg,male,1996,25-34 years
2,Luxembourg,female,1996,75+ years
3,Luxembourg,male,1996,15-24 years
2,Luxembourg,female,1996,15-24 years
3,Luxembourg,female,1996,55-74 years
2,Luxembourg,female,1996,25-34 years
0,Luxembourg,female,1996,5-14 years
0,Luxembourg,male,1996,5-14 years
10,Luxembourg,male,1997,75+ years
23,Luxembourg,male,1997,35-54 years
13,Luxembourg,male,1997,55-74 years
7,Luxembourg,male,1997,15-24 years
7,Luxembourg,male,1997,25-34 years
8,Luxembourg,female,1997,55-74 years
6,Luxembourg,female,1997,25-34 years
5,Luxembourg,female,1997,35-54 years
1,Luxembourg,female,1997,75+ years
1,Luxembourg,female,1997,15-24 years
0,Luxembourg,female,1997,5-14 years
0,Luxembourg,male,1997,5-14 years
4,Luxembourg,male,1998,75+ years
22,Luxembourg,male,1998,35-54 years
11,Luxembourg,male,1998,55-74 years
7,Luxembourg,male,1998,25-34 years
3,Luxembourg,female,1998,75+ years
4,Luxembourg,male,1998,15-24 years
4,Luxembourg,female,1998,55-74 years
5,Luxembourg,female,1998,35-54 years
2,Luxembourg,female,1998,25-34 years
1,Luxembourg,female,1998,15-24 years
1,Luxembourg,female,1998,5-14 years
0,Luxembourg,male,1998,5-14 years
4,Luxembourg,male,1999,75+ years
20,Luxembourg,male,1999,35-54 years
11,Luxembourg,male,1999,55-74 years
9,Luxembourg,male,1999,25-34 years
5,Luxembourg,male,1999,15-24 years
3,Luxembourg,female,1999,75+ years
9,Luxembourg,female,1999,35-54 years
6,Luxembourg,female,1999,55-74 years
2,Luxembourg,female,1999,25-34 years
1,Luxembourg,female,1999,5-14 years
0,Luxembourg,female,1999,15-24 years
0,Luxembourg,male,1999,5-14 years
7,Luxembourg,male,2000,75+ years
15,Luxembourg,male,2000,55-74 years
15,Luxembourg,male,2000,35-54 years
7,Luxembourg,male,2000,25-34 years
8,Luxembourg,female,2000,55-74 years
3,Luxembourg,male,2000,15-24 years
2,Luxembourg,female,2000,75+ years
3,Luxembourg,female,2000,35-54 years
1,Luxembourg,female,2000,15-24 years
1,Luxembourg,female,2000,25-34 years
0,Luxembourg,female,2000,5-14 years
0,Luxembourg,male,2000,5-14 years
5,Luxembourg,male,2001,75+ years
15,Luxembourg,male,2001,55-74 years
5,Luxembourg,female,2001,75+ years
19,Luxembourg,male,2001,35-54 years
10,Luxembourg,female,2001,55-74 years
8,Luxembourg,male,2001,25-34 years
7,Luxembourg,female,2001,25-34 years
3,Luxembourg,male,2001,15-24 years
1,Luxembourg,female,2001,15-24 years
0,Luxembourg,female,2001,35-54 years
0,Luxembourg,female,2001,5-14 years
0,Luxembourg,male,2001,5-14 years
27,Luxembourg,male,2002,55-74 years
6,Luxembourg,male,2002,75+ years
8,Luxembourg,male,2002,25-34 years
6,Luxembourg,male,2002,15-24 years
16,Luxembourg,male,2002,35-54 years
8,Luxembourg,female,2002,55-74 years
3,Luxembourg,female,2002,75+ years
10,Luxembourg,female,2002,35-54 years
1,Luxembourg,female,2002,15-24 years
0,Luxembourg,female,2002,25-34 years
0,Luxembourg,female,2002,5-14 years
0,Luxembourg,male,2002,5-14 years
6,Luxembourg,male,2003,75+ years
6,Luxembourg,male,2003,15-24 years
8,Luxembourg,male,2003,55-74 years
14,Luxembourg,male,2003,35-54 years
5,Luxembourg,male,2003,25-34 years
4,Luxembourg,female,2003,35-54 years
2,Luxembourg,female,2003,55-74 years
1,Luxembourg,female,2003,15-24 years
1,Luxembourg,male,2003,5-14 years
1,Luxembourg,female,2003,25-34 years
0,Luxembourg,female,2003,5-14 years
0,Luxembourg,female,2003,75+ years
6,Luxembourg,male,2004,75+ years
9,Luxembourg,male,2004,25-34 years
19,Luxembourg,male,2004,35-54 years
7,Luxembourg,male,2004,55-74 years
3,Luxembourg,female,2004,75+ years
4,Luxembourg,male,2004,15-24 years
6,Luxembourg,female,2004,55-74 years
8,Luxembourg,female,2004,35-54 years
0,Luxembourg,female,2004,15-24 years
0,Luxembourg,female,2004,25-34 years
0,Luxembourg,female,2004,5-14 years
0,Luxembourg,male,2004,5-14 years
7,Luxembourg,male,2005,75+ years
16,Luxembourg,male,2005,35-54 years
6,Luxembourg,male,2005,15-24 years
7,Luxembourg,male,2005,55-74 years
3,Luxembourg,male,2005,25-34 years
6,Luxembourg,female,2005,35-54 years
1,Luxembourg,female,2005,75+ years
2,Luxembourg,female,2005,55-74 years
1,Luxembourg,female,2005,25-34 years
0,Luxembourg,female,2005,15-24 years
0,Luxembourg,female,2005,5-14 years
0,Luxembourg,male,2005,5-14 years
8,Luxembourg,male,2006,75+ years
22,Luxembourg,male,2006,35-54 years
10,Luxembourg,male,2006,55-74 years
12,Luxembourg,female,2006,35-54 years
4,Luxembourg,male,2006,15-24 years
4,Luxembourg,female,2006,55-74 years
3,Luxembourg,male,2006,25-34 years
1,Luxembourg,female,2006,75+ years
1,Luxembourg,female,2006,25-34 years
0,Luxembourg,female,2006,15-24 years
0,Luxembourg,female,2006,5-14 years
0,Luxembourg,male,2006,5-14 years
14,Luxembourg,male,2007,55-74 years
25,Luxembourg,male,2007,35-54 years
9,Luxembourg,male,2007,25-34 years
3,Luxembourg,male,2007,75+ years
10,Luxembourg,female,2007,55-74 years
9,Luxembourg,female,2007,35-54 years
2,Luxembourg,female,2007,75+ years
2,Luxembourg,female,2007,15-24 years
2,Luxembourg,male,2007,15-24 years
2,Luxembourg,female,2007,25-34 years
0,Luxembourg,female,2007,5-14 years
0,Luxembourg,male,2007,5-14 years
5,Luxembourg,male,2008,75+ years
20,Luxembourg,male,2008,35-54 years
6,Luxembourg,male,2008,55-74 years
4,Luxembourg,male,2008,25-34 years
3,Luxembourg,female,2008,55-74 years
1,Luxembourg,female,2008,75+ years
3,Luxembourg,female,2008,35-54 years
1,Luxembourg,female,2008,25-34 years
0,Luxembourg,female,2008,15-24 years
0,Luxembourg,female,2008,5-14 years
0,Luxembourg,male,2008,15-24 years
0,Luxembourg,male,2008,5-14 years
3,Luxembourg,male,2009,75+ years
10,Luxembourg,male,2009,55-74 years
16,Luxembourg,male,2009,35-54 years
6,Luxembourg,male,2009,25-34 years
7,Luxembourg,female,2009,35-54 years
3,Luxembourg,female,2009,55-74 years
1,Luxembourg,female,2009,75+ years
1,Luxembourg,male,2009,15-24 years
1,Luxembourg,female,2009,25-34 years
0,Luxembourg,female,2009,15-24 years
0,Luxembourg,female,2009,5-14 years
0,Luxembourg,male,2009,5-14 years
7,Luxembourg,male,2010,75+ years
24,Luxembourg,male,2010,35-54 years
5,Luxembourg,male,2010,55-74 years
3,Luxembourg,male,2010,15-24 years
3,Luxembourg,male,2010,25-34 years
5,Luxembourg,female,2010,35-54 years
3,Luxembourg,female,2010,55-74 years
2,Luxembourg,female,2010,25-34 years
1,Luxembourg,female,2010,75+ years
1,Luxembourg,male,2010,5-14 years
0,Luxembourg,female,2010,15-24 years
0,Luxembourg,female,2010,5-14 years
4,Luxembourg,male,2011,75+ years
20,Luxembourg,male,2011,35-54 years
5,Luxembourg,female,2011,75+ years
7,Luxembourg,male,2011,55-74 years
4,Luxembourg,male,2011,25-34 years
3,Luxembourg,female,2011,15-24 years
6,Luxembourg,female,2011,35-54 years
2,Luxembourg,male,2011,15-24 years
3,Luxembourg,female,2011,55-74 years
1,Luxembourg,female,2011,25-34 years
0,Luxembourg,female,2011,5-14 years
0,Luxembourg,male,2011,5-14 years
7,Luxembourg,male,2012,75+ years
10,Luxembourg,male,2012,55-74 years
13,Luxembourg,male,2012,35-54 years
5,Luxembourg,male,2012,15-24 years
4,Luxembourg,male,2012,25-34 years
2,Luxembourg,female,2012,75+ years
5,Luxembourg,female,2012,35-54 years
3,Luxembourg,female,2012,55-74 years
1,Luxembourg,female,2012,15-24 years
1,Luxembourg,female,2012,25-34 years
0,Luxembourg,female,2012,5-14 years
0,Luxembourg,male,2012,5-14 years
3,Luxembourg,male,2013,75+ years
9,Luxembourg,male,2013,55-74 years
8,Luxembourg,female,2013,55-74 years
10,Luxembourg,male,2013,35-54 years
2,Luxembourg,female,2013,75+ years
2,Luxembourg,male,2013,15-24 years
2,Luxembourg,female,2013,25-34 years
4,Luxembourg,female,2013,35-54 years
0,Luxembourg,female,2013,15-24 years
0,Luxembourg,female,2013,5-14 years
0,Luxembourg,male,2013,25-34 years
0,Luxembourg,male,2013,5-14 years
18,Luxembourg,male,2014,55-74 years
4,Luxembourg,male,2014,75+ years
20,Luxembourg,male,2014,35-54 years
7,Luxembourg,male,2014,25-34 years
3,Luxembourg,female,2014,75+ years
5,Luxembourg,female,2014,55-74 years
2,Luxembourg,female,2014,15-24 years
2,Luxembourg,male,2014,15-24 years
2,Luxembourg,female,2014,25-34 years
3,Luxembourg,female,2014,35-54 years
1,Luxembourg,male,2014,5-14 years
0,Luxembourg,female,2014,5-14 years
16,Luxembourg,male,2015,55-74 years
4,Luxembourg,male,2015,75+ years
17,Luxembourg,male,2015,35-54 years
9,Luxembourg,female,2015,55-74 years
4,Luxembourg,male,2015,15-24 years
4,Luxembourg,male,2015,25-34 years
2,Luxembourg,female,2015,75+ years
6,Luxembourg,female,2015,35-54 years
1,Luxembourg,female,2015,5-14 years
1,Luxembourg,female,2015,15-24 years
0,Luxembourg,female,2015,25-34 years
0,Luxembourg,male,2015,5-14 years
2,Macau,male,1994,75+ years
3,Macau,female,1994,75+ years
3,Macau,female,1994,55-74 years
2,Macau,male,1994,55-74 years
6,Macau,male,1994,35-54 years
3,Macau,male,1994,25-34 years
2,Macau,male,1994,15-24 years
4,Macau,female,1994,35-54 years
2,Macau,female,1994,25-34 years
0,Macau,female,1994,15-24 years
0,Macau,female,1994,5-14 years
0,Macau,male,1994,5-14 years
0,Maldives,female,2000,15-24 years
0,Maldives,female,2000,25-34 years
0,Maldives,female,2000,35-54 years
0,Maldives,female,2000,5-14 years
0,Maldives,female,2000,55-74 years
0,Maldives,female,2000,75+ years
0,Maldives,male,2000,15-24 years
0,Maldives,male,2000,25-34 years
0,Maldives,male,2000,35-54 years
0,Maldives,male,2000,5-14 years
0,Maldives,male,2000,55-74 years
0,Maldives,male,2000,75+ years
1,Maldives,female,2001,75+ years
1,Maldives,male,2001,25-34 years
1,Maldives,male,2001,15-24 years
0,Maldives,female,2001,15-24 years
0,Maldives,female,2001,25-34 years
0,Maldives,female,2001,35-54 years
0,Maldives,female,2001,5-14 years
0,Maldives,female,2001,55-74 years
0,Maldives,male,2001,35-54 years
0,Maldives,male,2001,5-14 years
0,Maldives,male,2001,55-74 years
0,Maldives,male,2001,75+ years
1,Maldives,male,2002,35-54 years
1,Maldives,female,2002,15-24 years
1,Maldives,male,2002,15-24 years
0,Maldives,female,2002,25-34 years
0,Maldives,female,2002,35-54 years
0,Maldives,female,2002,5-14 years
0,Maldives,female,2002,55-74 years
0,Maldives,female,2002,75+ years
0,Maldives,male,2002,25-34 years
0,Maldives,male,2002,5-14 years
0,Maldives,male,2002,55-74 years
0,Maldives,male,2002,75+ years
3,Maldives,male,2003,35-54 years
1,Maldives,female,2003,35-54 years
0,Maldives,female,2003,15-24 years
0,Maldives,female,2003,25-34 years
0,Maldives,female,2003,5-14 years
0,Maldives,female,2003,55-74 years
0,Maldives,female,2003,75+ years
0,Maldives,male,2003,15-24 years
0,Maldives,male,2003,25-34 years
0,Maldives,male,2003,5-14 years
0,Maldives,male,2003,55-74 years
0,Maldives,male,2003,75+ years
1,Maldives,female,2004,35-54 years
0,Maldives,female,2004,15-24 years
0,Maldives,female,2004,25-34 years
0,Maldives,female,2004,5-14 years
0,Maldives,female,2004,55-74 years
0,Maldives,female,2004,75+ years
0,Maldives,male,2004,15-24 years
0,Maldives,male,2004,25-34 years
0,Maldives,male,2004,35-54 years
0,Maldives,male,2004,5-14 years
0,Maldives,male,2004,55-74 years
0,Maldives,male,2004,75+ years
1,Maldives,male,2005,5-14 years
0,Maldives,female,2005,15-24 years
0,Maldives,female,2005,25-34 years
0,Maldives,female,2005,35-54 years
0,Maldives,female,2005,5-14 years
0,Maldives,female,2005,55-74 years
0,Maldives,female,2005,75+ years
0,Maldives,male,2005,15-24 years
0,Maldives,male,2005,25-34 years
0,Maldives,male,2005,35-54 years
0,Maldives,male,2005,55-74 years
0,Maldives,male,2005,75+ years
2,Maldives,male,2007,25-34 years
1,Maldives,female,2007,25-34 years
1,Maldives,female,2007,15-24 years
1,Maldives,male,2007,15-24 years
0,Maldives,female,2007,35-54 years
0,Maldives,female,2007,5-14 years
0,Maldives,female,2007,55-74 years
0,Maldives,female,2007,75+ years
0,Maldives,male,2007,35-54 years
0,Maldives,male,2007,5-14 years
0,Maldives,male,2007,55-74 years
0,Maldives,male,2007,75+ years
0,Maldives,female,2008,15-24 years
0,Maldives,female,2008,25-34 years
0,Maldives,female,2008,35-54 years
0,Maldives,female,2008,5-14 years
0,Maldives,female,2008,55-74 years
0,Maldives,female,2008,75+ years
0,Maldives,male,2008,15-24 years
0,Maldives,male,2008,25-34 years
0,Maldives,male,2008,35-54 years
0,Maldives,male,2008,5-14 years
0,Maldives,male,2008,55-74 years
0,Maldives,male,2008,75+ years
1,Maldives,male,2010,15-24 years
0,Maldives,female,2010,15-24 years
0,Maldives,female,2010,25-34 years
0,Maldives,female,2010,35-54 years
0,Maldives,female,2010,5-14 years
0,Maldives,female,2010,55-74 years
0,Maldives,female,2010,75+ years
0,Maldives,male,2010,25-34 years
0,Maldives,male,2010,35-54 years
0,Maldives,male,2010,5-14 years
0,Maldives,male,2010,55-74 years
0,Maldives,male,2010,75+ years
1,Maldives,male,2011,5-14 years
1,Maldives,male,2011,25-34 years
0,Maldives,female,2011,15-24 years
0,Maldives,female,2011,25-34 years
0,Maldives,female,2011,35-54 years
0,Maldives,female,2011,5-14 years
0,Maldives,female,2011,55-74 years
0,Maldives,female,2011,75+ years
0,Maldives,male,2011,15-24 years
0,Maldives,male,2011,35-54 years
0,Maldives,male,2011,55-74 years
0,Maldives,male,2011,75+ years
1,Malta,male,1985,55-74 years
1,Malta,male,1985,15-24 years
0,Malta,female,1985,15-24 years
0,Malta,female,1985,25-34 years
0,Malta,female,1985,35-54 years
0,Malta,female,1985,5-14 years
0,Malta,female,1985,55-74 years
0,Malta,female,1985,75+ years
0,Malta,male,1985,25-34 years
0,Malta,male,1985,35-54 years
0,Malta,male,1985,5-14 years
0,Malta,male,1985,75+ years
1,Malta,female,1986,25-34 years
0,Malta,female,1986,15-24 years
0,Malta,female,1986,35-54 years
0,Malta,female,1986,5-14 years
0,Malta,female,1986,55-74 years
0,Malta,female,1986,75+ years
0,Malta,male,1986,15-24 years
0,Malta,male,1986,25-34 years
0,Malta,male,1986,35-54 years
0,Malta,male,1986,5-14 years
0,Malta,male,1986,55-74 years
0,Malta,male,1986,75+ years
1,Malta,male,1987,75+ years
0,Malta,female,1987,15-24 years
0,Malta,female,1987,25-34 years
0,Malta,female,1987,35-54 years
0,Malta,female,1987,5-14 years
0,Malta,female,1987,55-74 years
0,Malta,female,1987,75+ years
0,Malta,male,1987,15-24 years
0,Malta,male,1987,25-34 years
0,Malta,male,1987,35-54 years
0,Malta,male,1987,5-14 years
0,Malta,male,1987,55-74 years
3,Malta,male,1988,25-34 years
2,Malta,male,1988,15-24 years
3,Malta,male,1988,35-54 years
1,Malta,female,1988,25-34 years
0,Malta,female,1988,15-24 years
0,Malta,female,1988,35-54 years
0,Malta,female,1988,5-14 years
0,Malta,female,1988,55-74 years
0,Malta,female,1988,75+ years
0,Malta,male,1988,5-14 years
0,Malta,male,1988,55-74 years
0,Malta,male,1988,75+ years
5,Malta,male,1989,15-24 years
1,Malta,male,1989,75+ years
4,Malta,male,1989,55-74 years
4,Malta,male,1989,25-34 years
4,Malta,male,1989,35-54 years
2,Malta,female,1989,25-34 years
3,Malta,female,1989,35-54 years
0,Malta,female,1989,15-24 years
0,Malta,female,1989,5-14 years
0,Malta,female,1989,55-74 years
0,Malta,female,1989,75+ years
0,Malta,male,1989,5-14 years
4,Malta,male,1990,35-54 years
2,Malta,male,1990,15-24 years
1,Malta,male,1990,55-74 years
1,Malta,male,1990,25-34 years
0,Malta,female,1990,15-24 years
0,Malta,female,1990,25-34 years
0,Malta,female,1990,35-54 years
0,Malta,female,1990,5-14 years
0,Malta,female,1990,55-74 years
0,Malta,female,1990,75+ years
0,Malta,male,1990,5-14 years
0,Malta,male,1990,75+ years
3,Malta,male,1991,15-24 years
3,Malta,male,1991,25-34 years
3,Malta,male,1991,35-54 years
1,Malta,female,1991,35-54 years
0,Malta,female,1991,15-24 years
0,Malta,female,1991,25-34 years
0,Malta,female,1991,5-14 years
0,Malta,female,1991,55-74 years
0,Malta,female,1991,75+ years
0,Malta,male,1991,5-14 years
0,Malta,male,1991,55-74 years
0,Malta,male,1991,75+ years
2,Malta,male,1992,75+ years
4,Malta,male,1992,25-34 years
3,Malta,male,1992,55-74 years
3,Malta,female,1992,55-74 years
2,Malta,male,1992,15-24 years
3,Malta,female,1992,35-54 years
1,Malta,male,1992,35-54 years
0,Malta,female,1992,15-24 years
0,Malta,female,1992,25-34 years
0,Malta,female,1992,5-14 years
0,Malta,female,1992,75+ years
0,Malta,male,1992,5-14 years
4,Malta,male,1993,25-34 years
4,Malta,female,1993,35-54 years
2,Malta,male,1993,55-74 years
2,Malta,female,1993,55-74 years
2,Malta,male,1993,35-54 years
1,Malta,female,1993,25-34 years
1,Malta,male,1993,15-24 years
0,Malta,female,1993,15-24 years
0,Malta,female,1993,5-14 years
0,Malta,female,1993,75+ years
0,Malta,male,1993,5-14 years
0,Malta,male,1993,75+ years
1,Malta,male,1994,75+ years
1,Malta,female,1994,75+ years
3,Malta,male,1994,25-34 years
3,Malta,male,1994,15-24 years
5,Malta,male,1994,35-54 years
2,Malta,female,1994,35-54 years
0,Malta,female,1994,15-24 years
0,Malta,female,1994,25-34 years
0,Malta,female,1994,5-14 years
0,Malta,female,1994,55-74 years
0,Malta,male,1994,5-14 years
0,Malta,male,1994,55-74 years
4,Malta,male,1995,15-24 years
4,Malta,male,1995,35-54 years
4,Malta,female,1995,35-54 years
2,Malta,male,1995,55-74 years
1,Malta,female,1995,25-34 years
1,Malta,male,1995,25-34 years
1,Malta,female,1995,55-74 years
0,Malta,female,1995,15-24 years
0,Malta,female,1995,5-14 years
0,Malta,female,1995,75+ years
0,Malta,male,1995,5-14 years
0,Malta,male,1995,75+ years
1,Malta,male,1996,75+ years
3,Malta,male,1996,25-34 years
3,Malta,male,1996,15-24 years
1,Malta,female,1996,25-34 years
1,Malta,male,1996,55-74 years
1,Malta,male,1996,35-54 years
0,Malta,female,1996,15-24 years
0,Malta,female,1996,35-54 years
0,Malta,female,1996,5-14 years
0,Malta,female,1996,55-74 years
0,Malta,female,1996,75+ years
0,Malta,male,1996,5-14 years
2,Malta,male,1997,75+ years
3,Malta,male,1997,15-24 years
2,Malta,female,1997,25-34 years
2,Malta,male,1997,25-34 years
4,Malta,male,1997,35-54 years
1,Malta,female,1997,15-24 years
1,Malta,female,1997,55-74 years
0,Malta,female,1997,35-54 years
0,Malta,female,1997,5-14 years
0,Malta,female,1997,75+ years
0,Malta,male,1997,5-14 years
0,Malta,male,1997,55-74 years
4,Malta,male,1998,55-74 years
6,Malta,male,1998,35-54 years
1,Malta,male,1998,25-34 years
1,Malta,female,1998,35-54 years
0,Malta,female,1998,15-24 years
0,Malta,female,1998,25-34 years
0,Malta,female,1998,5-14 years
0,Malta,female,1998,55-74 years
0,Malta,female,1998,75+ years
0,Malta,male,1998,15-24 years
0,Malta,male,1998,5-14 years
0,Malta,male,1998,75+ years
6,Malta,male,1999,25-34 years
11,Malta,male,1999,35-54 years
1,Malta,male,1999,75+ years
3,Malta,male,1999,55-74 years
1,Malta,female,1999,75+ years
2,Malta,female,1999,55-74 years
1,Malta,female,1999,15-24 years
1,Malta,male,1999,15-24 years
1,Malta,female,1999,35-54 years
0,Malta,female,1999,25-34 years
0,Malta,female,1999,5-14 years
0,Malta,male,1999,5-14 years
2,Malta,male,2000,75+ years
10,Malta,male,2000,35-54 years
2,Malta,female,2000,25-34 years
2,Malta,male,2000,25-34 years
2,Malta,male,2000,55-74 years
3,Malta,female,2000,35-54 years
1,Malta,male,2000,15-24 years
1,Malta,female,2000,55-74 years
0,Malta,female,2000,15-24 years
0,Malta,female,2000,5-14 years
0,Malta,female,2000,75+ years
0,Malta,male,2000,5-14 years
7,Malta,male,2001,55-74 years
9,Malta,male,2001,35-54 years
4,Malta,male,2001,15-24 years
3,Malta,male,2001,25-34 years
1,Malta,female,2001,75+ years
3,Malta,female,2001,35-54 years
1,Malta,female,2001,25-34 years
1,Malta,female,2001,15-24 years
1,Malta,female,2001,55-74 years
0,Malta,female,2001,5-14 years
0,Malta,male,2001,5-14 years
0,Malta,male,2001,75+ years
3,Malta,male,2002,25-34 years
3,Malta,male,2002,55-74 years
5,Malta,male,2002,35-54 years
1,Malta,female,2002,75+ years
2,Malta,female,2002,25-34 years
3,Malta,female,2002,55-74 years
2,Malta,female,2002,35-54 years
